jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,15,13,22,26,23,30,23,21,20,14,12,21,14,12,9,8,5,5,4,8,7,16,17,24
02,26,30,31,32,26,35,20,34,14,23,20,21,16,6,8,9,7,5,12,8,16,17,19,1
03,25,14,39,36,44,49,21,19,11,25,28,35,36,43,41,47,37,26,10,15,19,26,32,26
04,44,49,47,42,37,38,26,25,18,13,15,17,8,13,11,13,6,6,8,7,14,10,20,19
05,21,28,21,21,26,20,17,14,8,9,22,19,11,19,7,8,1,1,5,4,11,23,19,25
06,16,21,26,31,31,35,19,13,21,22,14,19,17,11,10,8,8,5,4,5,7,19,25,16
07,10,34,30,32,34,34,21,25,31,22,21,18,7,12,13,11,5,10,7,12,10,15,14,19
08,17,21,30,33,28,23,21,17,15,14,16,17,26,9,9,8,9,4,9,5,8,19,9,17
09,24,29,28,33,19,25,20,12,11,9,13,10,9,10,1,10,6,11,8,10,14,18,22,20
10,33,20,35,45,30,32,28,28,21,26,29,17,19,26,19,8,1,9,6,16,12,14,25,20
11,20,27,45,34,35,35,35,17,17,14,20,15,16,15,13,6,8,9,3,8,19,14,24,16
12,17,20,34,39,38,29,22,22,21,16,22,27,15,10,8,6,4,6,5,7,12,15,17,20
13,30,17,28,31,24,20,22,22,17,24,18,20,13,13,7,6,7,2,9,7,11,14,17,26
14,22,33,38,39,39,38,35,23,32,33,29,30,26,14,11,16,2,4,5,12,13,15,14,9
15,26,29,40,40,53,26,25,17,25,12,14,21,17,13,16,9,2,6,5,8,14,16,13,11
16,26,27,31,40,28,24,20,18,12,16,23,22,13,16,16,1,4,5,4,5,8,16,18,20
17,1,1,1,1,1,1,1,1,1,16,24,22,23,1,6,13,9,6,9,11,16,25,19,11
18,26,20,33,39,37,28,29,23,18,23,29,13,9,23,14,10,6,9,5,7,1,9,12,12
19,18,16,33,35,44,23,17,30,10,13,14,20,14,19,7,5,5,15,6,11,8,11,12,20
20,14,28,26,40,37,35,23,22,19,24,20,27,24,16,18,11,8,3,10,15,17,18,21,24
21,23,25,37,28,38,26,24,29,23,29,34,19,20,22,9,7,7,5,5,7,14,18,14,12
22,17,26,22,20,25,28,22,13,14,15,11,10,19,11,17,9,6,14,7,8,16,17,12,22
23,21,18,31,32,19,25,30,23,27,20,19,20,17,8,15,5,3,6,4,10,15,16,21,16
24,22,20,20,30,34,35,23,23,15,16,20,14,13,12,13,8,10,5,8,10,11,9,24,19
25,21,25,29,23,30,31,23,22,15,14,20,14,21,12,12,8,6,12,9,16,19,9,16,16
26,13,12,28,28,33,25,19,9,14,19,19,18,21,9,9,6,2,9,7,10,15,15,10,26
27,14,27,27,30,27,17,18,14,19,26,25,16,15,8,7,9,9,10,9,17,16,20,22,21
28,28,27,31,32,30,31,23,28,18,26,20,24,14,11,6,8,11,13,14,9,18,20,21,29
29,30,24,33,37,28,29,30,32,30,24,24,21,17,20,9,10,10,8,8,17,12,21,18,17
30,29,35,26,27,27,31,18,31,24,29,29,10,11,12,7,5,5,4,6,10,10,8,8,18
31,8,15,21,26,41,25,16,18,12,19,18,16,13,11,7,3,1,4,2,1,6,5,9,9
