sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,1,0,1,1,1,3,2,1,1,2,1,0,1,1,2,4,3,1,0,0,2,3,0,""
02,1,2,0,3,0,1,1,3,1,3,1,0,1,0,0,1,2,0,0,1,3,3,1,0,""
03,2,2,0,2,0,0,3,3,3,2,3,1,0,0,1,0,0,2,1,0,0,0,0,1,""
04,2,0,0,2,2,3,0,0,0,1,0,1,1,2,3,1,1,2,0,1,0,0,0,1,""
05,1,2,3,0,0,0,4,0,1,0,2,3,0,1,2,0,3,0,1,1,1,1,2,4,""
06,1,2,1,1,0,2,0,1,0,2,3,0,0,1,1,5,1,1,0,1,1,1,0,0,""
07,3,2,1,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,2,1,3,1,""
16,1,2,1,0,0,0,1,4,1,1,3,0,0,0,1,1,1,0,1,1,1,1,1,1,""
17,1,2,2,1,1,7,1,1,3,1,2,0,0,3,1,2,0,1,0,3,0,0,0,0,""
18,0,0,0,2,3,3,0,0,0,0,1,3,0,0,1,1,0,0,1,0,0,2,1,4,""
19,0,0,0,0,3,1,1,2,0,0,0,1,0,2,1,0,0,1,0,2,1,1,5,0,""
20,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,""
21,0,2,1,0,1,1,1,2,1,0,3,2,0,1,1,1,1,1,2,1,2,0,1,2,""
22,1,2,2,0,0,0,1,1,1,2,3,1,2,1,0,1,0,2,0,1,1,1,1,2,""
23,2,4,0,1,2,2,1,2,0,2,2,0,2,3,1,1,1,1,0,3,1,5,1,0,""
24,1,0,3,0,1,1,2,3,1,2,2,1,2,0,2,0,0,1,3,0,0,0,2,1,""
25,1,0,1,1,1,0,1,1,1,3,0,0,1,3,1,1,1,0,1,0,0,1,1,0,""
26,0,0,0,1,2,0,0,1,0,1,2,2,1,2,1,1,2,0,3,0,0,1,3,0,""
27,1,0,0,0,1,2,1,0,0,0,0,0,0,0,3,3,0,0,1,0,1,3,1,1,""
28,0,1,1,1,1,1,1,1,0,1,0,1,0,2,1,1,0,1,2,0,3,2,2,2,""
29,2,1,0,0,0,0,1,0,2,0,1,2,3,0,0,0,0,0,1,1,0,3,1,3,""
30,1,2,0,1,3,0,0,2,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
